gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,10,yes,No,Month-to-month,yes,Mailed check,72.51,689.72,no
Female,0,36,no,DSL,Month-to-month,yes,Credit card,52.41,1799.86,no
Male,0,29,no,nan,Month-to-month,yes,Mailed check,104.83,2338.650806,yes
Female,1,69,yes,No,Month-to-month,yes,Electronic check,101.69,7000.36,no
Male,0,70,yes,Fiber optic,Month-to-month,yes,Bank transfer,72.89,4854.47,yes
Male,0,24,yes,Fiber optic,Two year,no,Credit card,58.6,1361.45,no
Female,0,17,yes,DSL,Month-to-month,yes,Bank transfer,55.52,898.6,no
Male,0,58,no,Fiber optic,One year,yes,Credit card,23.23,1315.72,no
Female,0,14,yes,DSL,monthly,yes,Credit card,71.04,998.05,yes
Male,1,41,yes,DSL,monthly,no,Electronic check,89.84,3687.4,yes
Female,0,50,yes,Fiber optic,Month-to-month,yes,Credit card,62.44,3100.88,yes
Female,0,11,yes,DSL,Month-to-month,yes,Mailed check,89.52,941.32,yes
Female,0,49,yes,Fiber optic,monthly,no,Credit card,48.44,2374.1,no
Female,0,47,yes,Fiber optic,monthly,yes,Credit card,98.44,4422.88,yes
Male,0,53,yes,Fiber optic,monthly,yes,Mailed check,97.34,5306.85,yes
Male,0,9,yes,No,Month-to-month,yes,Mailed check,46.49,434.22,no
Female,0,33,yes,DSL,Two year,yes,Bank transfer,93.08,3196.35,no
Male,0,6,yes,DSL,Month-to-month,yes,Mailed check,96.18,595.7,yes
Male,0,40,yes,Fiber optic,Month-to-month,no,Bank transfer,40.18,1641.3,no
Female,0,24,yes,DSL,One year,no,Electronic check,72.41,1732.79,yes
Male,0,39,yes,DSL,Month-to-month,yes,Electronic check,47.88,1888.22,no
Male,0,64,yes,Fiber optic,Month-to-month,yes,Mailed check,77.26,2338.650806,yes
Female,1,19,yes,DSL,month to month,yes,Electronic check,22.91,454.4,no
Female,0,63,yes,DSL,One year,no,Electronic check,67.94,4257.36,yes
Male,0,34,yes,nan,One year,no,Bank transfer,46.46,2338.650806,no
Female,1,26,yes,Fiber optic,Two year,yes,Mailed check,24.77,657.82,no
Male,0,68,yes,Fiber optic,Month-to-month,no,Mailed check,75.57,2338.650806,yes
Male,0,59,yes,DSL,Month-to-month,no,Mailed check,50.51,3120.6,no
Male,0,15,yes,DSL,Month-to-month,no,Electronic check,48.82,704.46,no
Male,0,3,yes,No,month to month,yes,Mailed check,99.35,310.4,yes
Male,0,51,yes,Fiber optic,Month-to-month,yes,Credit card,31.48,1628.55,no
Male,0,38,yes,No,Month-to-month,no,Credit card,64.14,2381.59,no
Female,0,23,yes,No,2 year,yes,Mailed check,106.61,2557.6,no
Male,0,10,yes,No,monthly,no,Credit card,26.77,277.04,no
Male,0,70,yes,Fiber optic,One year,yes,Electronic check,100.73,2338.650806,no
Male,0,60,yes,DSL,Month-to-month,yes,Mailed check,28.54,1791.85,no
Female,0,66,yes,No,Month-to-month,no,Mailed check,47.13,3223.45,yes
Female,0,15,yes,Fiber optic,Month-to-month,no,Mailed check,69.87,2338.650806,yes
Male,0,25,yes,DSL,One year,yes,Electronic check,51.09,1267.94,no
Male,0,20,yes,Fiber optic,Two year,no,Credit card,57.79,1128.42,no
Female,0,60,no,No,One year,no,Mailed check,101.26,6362.32,no
Female,0,18,no,No,One year,no,Bank transfer,70.38,1255.28,no
Male,0,50,yes,DSL,Two year,yes,Electronic check,95.51,4935.82,no
Male,0,28,yes,DSL,Month-to-month,yes,Credit card,21.07,2338.650806,yes
Female,1,10,yes,Fiber optic,Two year,no,Bank transfer,108.3,1105.35,no
Female,1,19,yes,Fiber optic,Month-to-month,no,Bank transfer,88.3,1669.01,yes
Male,0,22,yes,No,Two year,no,Electronic check,89,1973.67,no
Male,0,69,yes,DSL,Month-to-month,yes,Credit card,59.26,4237,no
Female,1,54,yes,Fiber optic,Two year,yes,Credit card,78.84,4290.96,yes
Female,0,9,yes,DSL,Month-to-month,yes,Bank transfer,39.24,355.82,no
Female,0,67,no,Fiber optic,Month-to-month,no,Electronic check,40.67,2338.650806,yes
Female,0,12,yes,No,Month-to-month,no,Credit card,73.02,879.18,no
Female,1,14,yes,DSL,One year,yes,Bank transfer,89.21,1204.49,no
Male,0,43,yes,DSL,Month-to-month,yes,Electronic check,69.69,2938.34,no
Female,1,22,yes,No,Month-to-month,no,Bank transfer,73.55,1626.29,no
Female,0,15,yes,DSL,Month-to-month,no,Electronic check,65.02,1016.52,yes
Male,1,54,yes,DSL,month to month,yes,Bank transfer,107.64,5754.64,no
Female,0,47,yes,Fiber optic,Month-to-month,no,Electronic check,74.43,3521.5,no
Male,0,54,yes,Fiber optic,Month-to-month,no,Bank transfer,37.82,2060.72,no
Female,0,23,yes,No,Month-to-month,yes,Bank transfer,109.38,2514.11,yes
Male,0,52,yes,Fiber optic,1 year,yes,Mailed check,81.55,4134.08,no
Male,0,63,yes,Fiber optic,Month-to-month,yes,Bank transfer,36.14,2366.36,no
Male,0,41,yes,fiberoptic,Two year,no,Electronic check,64.1,2673.04,no
Female,0,29,yes,DSL,Two year,no,Credit card,83.28,2490.65,no
Male,0,1,no,DSL,Month-to-month,yes,Bank transfer,20.96,21.61,yes
Female,0,66,yes,No,Month-to-month,no,Electronic check,35.43,2314.66,no
Female,0,65,no,No,Two year,yes,Electronic check,109.97,6925.47,no
Female,0,31,yes,Fiber optic,One year,no,Electronic check,35.9,1124.49,no
Male,0,48,yes,DSL,One year,yes,Credit card,92.29,4481.67,no
Female,0,1,yes,DSL,Month-to-month,yes,Electronic check,20.14,20.33,yes
Male,0,51,yes,DSL,Month-to-month,no,Electronic check,82.4,2338.650806,yes
Male,0,47,yes,Fiber optic,Two year,yes,Electronic check,51.49,2347.35,yes
Male,0,50,yes,Fiber optic,Two year,yes,Bank transfer,88.31,2338.650806,no
Female,0,5,yes,fiberoptic,Month-to-month,yes,Electronic check,86.97,441.97,yes
Male,0,33,yes,Fiber optic,Month-to-month,yes,Bank transfer,28.55,928.67,no
Male,0,37,yes,DSL,One year,yes,Mailed check,49.16,1760.4,no
Male,0,18,yes,Fiber optic,Two year,yes,Mailed check,63.21,1189.81,no
Female,0,35,yes,DSL,Month-to-month,no,Electronic check,69.96,2502.09,no
Female,0,7,yes,No,Two year,yes,Credit card,106.47,779.16,no
Male,0,6,yes,Fiber optic,One year,yes,Electronic check,101.96,602.64,no
Female,0,10,yes,DSL,Month-to-month,yes,Credit card,101.4,996.33,yes
Female,1,39,yes,nan,One year,yes,Bank transfer,70.69,2884.94,yes
Male,0,61,yes,No,Month-to-month,yes,Bank transfer,22.37,1302.44,yes
Female,0,51,yes,Fiber optic,Two year,no,Credit card,63.92,3176.41,yes
Female,0,33,yes,DSL,Month-to-month,yes,Credit card,71.45,2345.94,no
Female,0,22,yes,Fiber optic,Month-to-month,yes,Mailed check,50.64,2338.650806,no
Male,0,44,yes,Fiber optic,Month-to-month,yes,Mailed check,47.87,2139.94,no
Male,0,33,yes,DSL,2 year,yes,Bank transfer,98.78,3402.76,no
Male,0,55,yes,DSL,Month-to-month,yes,Electronic check,55.5,3159.42,no
Male,1,20,yes,DSL,One year,no,Mailed check,21.12,417.45,no
Female,0,64,yes,No,month to month,no,Electronic check,81.01,5049.88,yes
Female,1,6,yes,Fiber optic,Month-to-month,yes,Bank transfer,78.33,489.33,yes
Male,0,4,yes,DSL,One year,yes,Credit card,41.57,164.27,no
Female,0,60,yes,DSL,One year,yes,Mailed check,59.51,3723.27,no
Male,0,52,yes,Fiber optic,Month-to-month,yes,Credit card,43.41,2363.9,yes
Male,0,23,yes,Fiber optic,Month-to-month,yes,Credit card,66.03,1467.84,no
Female,0,70,yes,DSL,Two year,yes,Mailed check,60.24,4341.29,no
Male,0,64,yes,Fiber optic,Month-to-month,yes,Credit card,33.05,2103.77,no
Male,0,7,yes,Fiber optic,1 year,yes,Electronic check,77.39,2338.650806,no
Female,0,28,yes,Fiber optic,Month-to-month,yes,Credit card,63.66,1741.56,no
Male,0,8,yes,No,Month-to-month,no,Electronic check,70.39,570.16,no
Female,0,53,yes,DSL,One year,yes,Mailed check,102.62,5359.99,no
Female,0,39,yes,DSL,Month-to-month,no,Bank transfer,32.7,1246.97,no
Female,0,35,yes,DSL,One year,yes,Bank transfer,71.41,2420.55,no
Male,0,15,no,DSL,Month-to-month,no,Electronic check,45.06,695.68,yes
Female,0,43,yes,fibre optic,Month-to-month,no,Bank transfer,41.31,1802.73,no
Female,0,68,yes,Fiber optic,One year,yes,Mailed check,104.22,7034.21,no
Male,0,38,yes,Fiber optic,One year,no,Electronic check,32.1,2338.650806,no
Female,0,37,yes,Fiber optic,One year,no,Credit card,23.38,878.29,no
Male,0,21,yes,No,Month-to-month,no,Electronic check,103.8,2201.65,no
Female,0,34,yes,Fiber optic,Month-to-month,no,Electronic check,52.2,1781.83,yes
Female,1,53,yes,Fiber optic,Month-to-month,yes,Credit card,54.33,2877.48,yes
Male,0,47,yes,Fiber optic,One year,no,Mailed check,22.4,1049.86,no
Female,0,61,yes,DSL,Two year,yes,Mailed check,109.65,6894.12,no
Female,0,3,yes,Fiber optic,monthly,yes,Bank transfer,92.43,270.7,yes
Male,0,39,yes,No,One year,yes,Mailed check,88.53,3434.84,no
Male,0,51,yes,Fiber optic,One year,yes,Bank transfer,85.76,4346.63,no
Female,0,37,yes,fiberoptic,One year,yes,Credit card,29.99,1060.33,no
Male,0,13,yes,No,One year,yes,Bank transfer,106.49,1331.49,no
Female,0,47,yes,Fiber optic,Month-to-month,no,Bank transfer,66.82,3062.03,no
Male,0,68,yes,Fiber optic,Month-to-month,no,Credit card,90.35,2338.650806,yes
Female,0,6,yes,fibre optic,Month-to-month,yes,Credit card,56.56,2338.650806,yes
Male,0,19,yes,DSL,Month-to-month,yes,Credit card,104.08,1978.17,no
Male,0,3,yes,Fiber optic,Month-to-month,no,Mailed check,89.64,263.34,yes
Male,0,5,yes,No,Month-to-month,no,Mailed check,79.16,381.19,no
Female,0,20,yes,DSL,Month-to-month,yes,Mailed check,27.88,537.96,no
Female,0,56,yes,Fiber optic,Month-to-month,no,Mailed check,33.7,1796.79,no
Male,0,33,yes,No,Month-to-month,yes,Electronic check,97.72,3367.18,yes
Female,0,64,yes,Fiber optic,Month-to-month,no,Mailed check,74.69,4579.32,yes
Female,0,69,yes,Fiber optic,Month-to-month,no,Bank transfer,87.16,5770.01,yes
Male,0,59,yes,DSL,One year,no,Electronic check,94.13,5716.4,no
Male,1,38,yes,No,One year,no,Mailed check,70.5,2729.8,yes
Male,0,51,no,DSL,monthly,no,Electronic check,102.07,4983.06,yes
Male,0,38,yes,No,Two year,no,Credit card,42.4,1648.63,no
Male,0,27,yes,Fiber optic,One year,yes,Credit card,100.68,2823.71,no
Female,0,28,yes,Fiber optic,Two year,yes,Electronic check,104.45,2942.93,no
Female,1,59,no,Fiber optic,Month-to-month,no,Mailed check,109.94,6390.74,yes
Male,0,65,yes,DSL,Month-to-month,no,Electronic check,36.69,2460.02,yes
Male,0,16,yes,DSL,Month-to-month,yes,Credit card,67.96,1037.9,no
Male,0,44,yes,DSL,Two year,no,Electronic check,39.9,1758.25,no
Male,1,21,no,fiberoptic,One year,yes,Mailed check,94.18,2072.38,no
Female,0,69,yes,No,Month-to-month,no,Electronic check,76.36,5031.76,yes
Male,1,24,yes,DSL,month to month,no,Electronic check,105.74,2489.89,yes
Female,0,51,yes,nan,One year,no,Bank transfer,92.65,2338.650806,no
Male,0,5,yes,DSL,Month-to-month,yes,Electronic check,109.27,564.13,yes
Female,0,50,yes,DSL,Month-to-month,yes,Mailed check,20.93,1068.4,no
Female,0,47,yes,DSL,Two year,yes,Credit card,70.01,3389.45,no
Female,0,52,yes,DSL,Month-to-month,yes,Bank transfer,57.39,2994.41,yes
Male,0,15,yes,No,Month-to-month,yes,Credit card,92.51,1377.68,yes
Female,0,1,yes,DSL,Two year,no,Credit card,103.78,99.9,no
Male,0,18,yes,DSL,Month-to-month,no,Bank transfer,98.48,1741.56,yes
Male,0,6,yes,Fiber optic,Month-to-month,yes,Electronic check,83.99,528.72,no
Male,1,53,yes,Fiber optic,One year,yes,Bank transfer,27.44,1480.59,no
Female,0,66,yes,Fiber optic,One year,yes,Electronic check,105.63,7114.84,no
Female,0,28,yes,DSL,Two year,no,Electronic check,99.71,2673.67,no
Female,0,16,yes,DSL,Two year,yes,Bank transfer,46.38,761.91,no
Female,0,55,no,DSL,Month-to-month,yes,Electronic check,66.23,3554.73,yes
Male,0,54,yes,DSL,Month-to-month,yes,Bank transfer,67.41,3733.86,no
Female,0,44,yes,Fiber optic,One year,yes,Bank transfer,55.53,2545.32,no
Female,0,45,yes,Fiber optic,Month-to-month,no,Electronic check,72.42,3271.21,no
Female,0,21,yes,DSL,Two year,no,Electronic check,107.24,2161.51,no
Male,0,70,yes,DSL,One year,no,Credit card,85.06,5830.67,no
Female,0,26,yes,DSL,One year,yes,Electronic check,51.68,1369.73,no
Male,0,49,yes,Fiber optic,Two year,yes,Electronic check,85.39,4305.4,no
Male,1,69,yes,DSL,Two year,yes,Electronic check,95,6689.62,no
Female,1,3,yes,No,Two year,yes,Electronic check,25.08,77.2,no
Female,0,49,yes,DSL,Month-to-month,no,Credit card,103.84,5307.47,no
